Date,Open,High,Low,Close,Volume,SMA20,SMA50,EMA20,EMA50,RSI,MACD,Upper,Lower
2023-10-19,262.04106125267805,262.3735155059169,256.6805788156333,261.6255187988281,8977527,246.90492324829103,221.82839813232422,247.28433611892297,229.1888165255358,75.46611448368316,10.967966896953612,266.22713071229447,227.58271578428761
2023-10-20,259.71400344622003,263.2045697976155,257.30386256677826,259.6308898925781,6009115,248.2325813293457,223.25977020263673,248.4602027196503,230.39071626258263,71.73849589537835,10.624275198987789,267.21806996098763,229.24709269770372
2023-10-23,259.7555471122679,260.00488777278144,253.48086694445868,254.3950653076172,8086150,249.17794036865234,224.51291595458986,249.0254296140442,231.3381928876974,62.94878672818966,9.816254098943773,267.3983614982816,230.9575192390231
2023-10-25,254.39510905162714,259.8802748110733,253.48091053126947,257.8856506347656,7253336,250.10252380371094,225.83342346191407,249.86926273494194,232.385781152784,65.94454508035503,9.349774242112659,268.1187388088507,232.08630879857114
2023-10-26,256.9299010817834,256.9299010817834,251.73562026837723,253.6886749267578,8329092,250.87127914428712,227.06999145507814,250.23301727059226,233.22620773195874,59.69478146036677,8.542946956012258,268.1048587128869,233.63769957568732
2023-10-27,254.31199296545307,263.5785850222099,254.31199296545307,260.91912841796875,10503070,251.80209655761718,228.46750427246093,251.25074465688084,234.31847175931856,65.72196477471486,8.390250107728065,269.0948291504267,234.50936396480765
2023-10-30,261.7917229300679,262.4565806527483,259.25692432931567,261.417724609375,6229982,252.8139389038086,229.88887359619142,252.21903062690794,235.38707850854226,66.09844386202062,8.214774494196206,269.8689470624844,235.75893074513283
2023-10-31,263.2461387373288,263.2876828367227,258.2596294005522,261.1684265136719,7446586,253.60554580688478,231.31750915527343,253.07135576894171,236.4034952700393,65.70983740143085,7.963790909074447,270.6684640428061,236.54262757096348
2023-11-01,260.29577843718977,262.4565787011819,254.1872998750368,254.85215759277344,9593653,254.21847229003907,232.63394714355468,253.24095625306413,237.13067271800884,56.62615053128926,7.172533987906547,270.51874235997485,237.91820222010332
2023-11-02,256.7636555435737,259.96331168903583,255.39234535243855,256.6805419921875,7071960,255.08695449829102,233.94290496826173,253.56853638974206,237.90110110097655,58.418107561083865,6.616719098763497,269.9006968053167,240.2732121912653
2023-11-03,258.1349482472437,261.54240105647403,257.8856075854781,259.2984619140625,4658440,256.02815704345704,235.29341766357422,254.1142444001655,238.74417366264117,60.908433713890616,6.314684303615678,269.32272682673226,242.73358726018182
2023-11-06,260.2958113002263,265.57318033744605,260.1295841684574,263.0799255371094,10340818,257.222843170166,236.71706665039062,254.96811995167323,239.70284366691467,64.23992479209099,6.307740359356956,268.36966740641986,246.07601893391217
2023-11-07,263.0383675149631,264.94985261564824,260.66977050745464,261.1684265136719,6826885,258.32195434570315,238.12991149902345,255.55862606278282,240.54829740106825,61.39176382131291,6.077932613588246,265.90278259391005,250.74112609749628
2023-11-08,262.622832629349,264.4096601205849,261.4177493598627,263.7863464355469,6424833,258.9099464416504,239.62087799072265,256.3422193487787,241.4634060438486,63.76148300591114,6.037456537439368,266.2673506429559,251.55254224034488
